,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
943,Hyundai Verna XXi,2007,150000,84000,Petrol,Individual,Manual,Second Owner
944,Nissan Sunny Diesel,2012,300000,170000,Diesel,Individual,Manual,First Owner
945,Datsun RediGO T,2017,220000,40000,Petrol,Individual,Manual,First Owner
946,Maruti Wagon R,2006,75000,96000,Petrol,Individual,Manual,Second Owner
947,Tata Indigo LS,2009,100000,20000,Diesel,Individual,Manual,First Owner
948,Ford Figo Aspire,2016,380000,15000,Petrol,Individual,Manual,First Owner
949,Hyundai Santro Xing,2007,100000,50000,Petrol,Individual,Manual,First Owner
950,Volkswagen Passat 1.8,2010,480000,80000,Petrol,Individual,Manual,Second Owner
951,Toyota Etios GD,2012,300000,124000,Diesel,Individual,Manual,First Owner
952,Chevrolet Beat Diesel,2013,190000,70000,Diesel,Individual,Manual,First Owner
953,Ford Figo Diesel,2012,190000,130000,Diesel,Individual,Manual,Second Owner
954,Ford EcoSport 1.5,2017,650000,19014,Petrol,Dealer,Manual,First Owner
955,Toyota Corolla Executive,2009,300000,23262,Petrol,Dealer,Manual,First Owner
956,Ford Freestyle Titanium,2016,700000,29600,Diesel,Dealer,Manual,First Owner
957,Hyundai i10 Sportz,2015,310000,35925,Petrol,Dealer,Manual,First Owner
958,Maruti Ignis 1.2,2018,500000,12000,Petrol,Individual,Manual,First Owner
959,Toyota Etios V,2013,415000,40771,Petrol,Dealer,Manual,First Owner
960,Maruti Celerio VXI,2015,395000,30500,Petrol,Dealer,Automatic,Second Owner
961,Toyota Etios Liva,2014,430000,42000,Petrol,Dealer,Manual,Second Owner
962,Toyota Corolla H6,2007,215000,55800,Petrol,Dealer,Manual,Second Owner
963,Renault Duster RXL,2014,550000,66569,Diesel,Dealer,Manual,First Owner
964,Volkswagen Polo 1.5,2014,415000,81358,Diesel,Dealer,Manual,First Owner
965,Volkswagen Polo 1.5,2015,450000,82695,Diesel,Dealer,Manual,First Owner
966,Ford Figo Diesel,2014,285000,68293,Diesel,Dealer,Manual,Second Owner
967,Honda Jazz VX,2016,580000,32000,Petrol,Dealer,Automatic,First Owner
968,Maruti 800 Std,2006,78000,64700,Petrol,Individual,Manual,First Owner
969,Tata Zest Quadrajet,2016,400000,88470,Diesel,Individual,Manual,First Owner
970,Hyundai Verna 1.6,2016,850000,75000,Diesel,Individual,Manual,First Owner
971,Volkswagen Vento Diesel,2013,450000,120000,Diesel,Individual,Manual,Second Owner
972,Toyota Etios 1.4,2017,780000,70000,Diesel,Individual,Manual,First Owner
973,Maruti Alto 800,2020,350000,1000,Petrol,Individual,Manual,First Owner
974,Mahindra Quanto C6,2013,285000,120000,Diesel,Individual,Manual,Second Owner
975,Volkswagen Vento 1.5,2015,525000,98000,Diesel,Dealer,Manual,First Owner
976,Maruti Ciaz ZDi,2014,550000,90000,Diesel,Dealer,Manual,Second Owner
977,Volkswagen Ameo 1.5,2018,580000,70000,Diesel,Individual,Manual,First Owner
978,Tata Nano CX,2013,75000,25000,Petrol,Individual,Manual,Third Owner
979,Tata Manza Aura,2009,185000,60000,Diesel,Individual,Manual,Third Owner
980,Maruti Omni E,2007,110000,90000,Petrol,Individual,Manual,Fourth & Above Owner
981,Volkswagen Polo Diesel,2010,350000,110000,Diesel,Individual,Manual,Second Owner
982,Chevrolet Optra 1.6,2005,60000,126000,Petrol,Individual,Manual,Second Owner
983,Mahindra TUV 300,2018,695000,70000,Diesel,Individual,Manual,First Owner
984,Maruti Zen Estilo,2007,135000,74183,Petrol,Individual,Manual,Second Owner
985,Mahindra Bolero Power,2015,640000,70000,Diesel,Individual,Manual,Second Owner
986,Maruti Alto 800,2014,160000,90000,Petrol,Individual,Manual,First Owner
987,Maruti Swift Dzire,2013,340000,110000,Diesel,Individual,Manual,Second Owner
988,Maruti Ritz VDi,2012,110000,80000,Diesel,Individual,Manual,Second Owner
989,Tata Sumo Gold,2013,250000,90000,Diesel,Individual,Manual,Second Owner
990,Mahindra Quanto C6,2014,250000,1,Diesel,Individual,Manual,Second Owner
991,Maruti Wagon R,2013,240000,70000,Petrol,Individual,Manual,Fourth & Above Owner
992,Mahindra Bolero DI,2007,225000,120000,Diesel,Individual,Manual,Second Owner
993,Maruti Wagon R,2015,275000,60000,Petrol,Individual,Manual,Second Owner
994,Tata Sumo Victa,2012,320000,120000,Diesel,Individual,Manual,Second Owner
995,Maruti Alto LX,2008,75000,120000,Petrol,Individual,Manual,First Owner
996,Tata Indica GLS,2007,85000,50000,Petrol,Individual,Manual,Second Owner
997,Tata Indica Vista,2009,90000,120000,Diesel,Individual,Manual,First Owner
998,Maruti Wagon R,2007,85000,80000,Petrol,Individual,Manual,Second Owner
999,Mahindra Scorpio M2DI,2008,350000,80000,Diesel,Individual,Manual,Second Owner
1000,Skoda Superb Elegance,2009,355000,100000,Diesel,Individual,Automatic,Second Owner
1001,Maruti Swift VXI,2020,619000,1500,Petrol,Individual,Manual,First Owner
1002,Tata Indica DL,2006,55000,100000,Diesel,Individual,Manual,Second Owner
1003,Ford Fiesta 1.6,2006,95000,83411,Petrol,Individual,Manual,First Owner
1004,Volkswagen Vento Diesel,2011,300000,120000,Diesel,Individual,Manual,Second Owner
1005,Ford Fiesta 1.6,2006,81000,83411,Petrol,Individual,Manual,First Owner
1006,Maruti Ertiga VDI,2019,925000,50000,Diesel,Individual,Manual,First Owner
1007,Mahindra Bolero Power,2015,450000,40000,Diesel,Individual,Manual,First Owner
1008,Mahindra Scorpio EX,2014,600000,13270,Diesel,Individual,Manual,First Owner
1009,Hyundai Santro Xing,2006,85000,100000,Petrol,Individual,Automatic,Third Owner
1010,Mahindra Thar DI,2016,700000,50000,Diesel,Individual,Manual,First Owner
1011,Hyundai Grand i10,2017,486000,26500,Petrol,Individual,Manual,First Owner
1012,Maruti Swift VDI,2013,400000,90000,Diesel,Individual,Manual,First Owner
1013,Ford Fiesta 1.4,2008,120000,100000,Petrol,Individual,Manual,Third Owner
1014,Maruti Alto 800,2018,275000,35000,Petrol,Individual,Manual,First Owner
1015,Hyundai i20 Asta,2016,580000,57000,Diesel,Individual,Manual,First Owner
1016,Maruti Swift Dzire,2015,375000,70000,Petrol,Individual,Manual,First Owner
1017,Maruti Wagon R,2015,229999,100000,Petrol,Individual,Manual,Third Owner
1018,Maruti Alto LX,2010,110000,88000,Petrol,Individual,Manual,Second Owner
1019,Maruti Swift Dzire,2017,600000,60000,Diesel,Individual,Manual,First Owner
1020,Maruti A-Star Vxi,2009,120000,76000,Petrol,Individual,Manual,Second Owner
1021,Ford Figo Diesel,2010,200000,100000,Diesel,Individual,Manual,Second Owner
1022,Hyundai Verna 1.6,2012,450000,110000,Diesel,Individual,Manual,Second Owner
1023,Hyundai Verna 1.6,2012,550000,80000,Diesel,Individual,Manual,Second Owner
1024,Maruti Alto LX,2012,220000,80000,Petrol,Individual,Manual,Second Owner
1025,Renault KWID Climber,2017,300000,20000,Petrol,Individual,Automatic,First Owner
1026,Mahindra Bolero Power,2018,630000,40000,Diesel,Individual,Manual,First Owner
1027,Maruti Swift Dzire,2017,610000,40000,Diesel,Individual,Manual,Second Owner
1028,Hyundai Xcent 1.2,2019,660000,7000,Petrol,Individual,Manual,Second Owner
1029,Maruti Wagon R,2012,220000,80000,LPG,Individual,Manual,Second Owner
1030,Nissan Micra Diesel,2011,138000,90000,Diesel,Individual,Manual,Second Owner
1031,Nissan Micra Diesel,2013,210000,13770,Diesel,Individual,Manual,First Owner
1032,Maruti Zen LXi,2005,125000,34000,Petrol,Dealer,Manual,First Owner
1033,Maruti Alto LXi,2008,125000,102000,Petrol,Dealer,Manual,First Owner
1034,Honda City i,2014,725000,110000,Diesel,Individual,Manual,First Owner
1035,Maruti Alto K10,2011,170000,90000,Petrol,Individual,Manual,Second Owner
1036,Maruti Alto LXi,2007,100000,70000,Petrol,Individual,Manual,Second Owner
1037,Honda Civic 1.8,2006,300000,80000,Petrol,Individual,Manual,Second Owner
1038,Maruti Swift VDI,2013,450000,100000,Diesel,Individual,Manual,Second Owner
1039,Maruti Swift Dzire,2015,530000,100000,Diesel,Individual,Manual,First Owner
1040,Maruti Zen Estilo,2007,100000,143000,Petrol,Individual,Manual,Third Owner
1041,Honda City 1.5,2010,350000,115000,Petrol,Individual,Manual,Second Owner
1042,Tata Manza ELAN,2011,165000,100000,Diesel,Individual,Manual,Second Owner
1043,Maruti Swift Dzire,2019,475000,120000,Diesel,Individual,Manual,Second Owner
1044,Mahindra Xylo E4,2013,350000,42000,Diesel,Individual,Manual,First Owner
1045,Renault KWID RXL,2016,229999,38000,Petrol,Individual,Manual,First Owner
1046,Honda WR-V i-DTEC,2018,800000,35000,Diesel,Individual,Manual,First Owner
1047,Maruti Swift Dzire,2014,475000,120000,Diesel,Individual,Manual,Second Owner
1048,Nissan Terrano XL,2014,425000,136906,Diesel,Individual,Manual,First Owner
1049,Maruti Ciaz VDi,2015,660000,97000,Diesel,Individual,Manual,Second Owner
1050,Honda Amaze S,2019,610000,10000,Petrol,Individual,Automatic,First Owner
1051,Honda Brio S,2013,240000,50000,Petrol,Individual,Manual,Third Owner
1052,Maruti Esteem Lxi,2005,70000,60000,Petrol,Individual,Manual,Second Owner
1053,Toyota Corolla Altis,2011,550000,120000,Diesel,Individual,Manual,First Owner
1054,Tata Indica Vista,2010,100000,120000,Petrol,Individual,Manual,Second Owner
1055,Mahindra Bolero SLE,2010,350000,90000,Diesel,Individual,Manual,Second Owner
1056,Hyundai EON Era,2013,200000,120000,Petrol,Individual,Manual,First Owner
1057,Hyundai Elite i20,2019,720000,3000,Petrol,Individual,Automatic,First Owner
1058,Maruti Ritz VDi,2014,350000,133000,Diesel,Individual,Manual,First Owner
1059,Maruti Wagon R,2016,400000,25000,Petrol,Individual,Manual,First Owner
1060,Hyundai i20 Active,2017,570000,35000,Petrol,Individual,Manual,First Owner
1061,Maruti Omni MPI,2015,130000,70000,Petrol,Individual,Manual,First Owner
1062,Maruti Alto 800,2016,210000,52000,Petrol,Individual,Manual,First Owner
1063,Hyundai Creta 1.4,2018,800000,52000,Diesel,Individual,Manual,First Owner
1064,Honda Jazz 1.5,2017,700000,39000,Diesel,Individual,Manual,First Owner
1065,Tata Indica Vista,2011,200000,28689,Diesel,Individual,Manual,First Owner
1066,Tata Aria Pure,2014,495000,90000,Diesel,Individual,Manual,Second Owner
1067,Ford Fiesta Classic,2014,325000,80322,Diesel,Dealer,Manual,First Owner
1068,Ford Freestyle Trend,2019,650000,8000,Petrol,Individual,Manual,First Owner
1069,Maruti 800 AC,2007,75000,90000,Petrol,Individual,Manual,Second Owner
1070,Hyundai Grand i10,2015,350000,61658,Diesel,Dealer,Manual,First Owner
1071,Maruti Zen Estilo,2010,90000,50000,Petrol,Individual,Manual,Third Owner
1072,Maruti Ertiga SHVS,2016,600000,80000,Diesel,Individual,Manual,First Owner
1073,Maruti Swift VDI,2014,370000,57000,Diesel,Individual,Manual,Second Owner
1074,Hyundai Grand i10,2019,650000,20000,Petrol,Individual,Automatic,First Owner
1075,Maruti Ertiga BSIV,2017,800000,30600,Petrol,Individual,Automatic,First Owner
1076,Volkswagen Polo 1.0,2020,802000,5000,Petrol,Individual,Manual,First Owner
1077,Hyundai Xcent 1.1,2016,430000,35000,Diesel,Individual,Manual,First Owner
1078,Hyundai Verna 1.6,2017,650000,23000,Petrol,Individual,Manual,First Owner
1079,Maruti Alto 800,2013,250000,87000,Petrol,Individual,Manual,First Owner
1080,Ford Ecosport 1.0,2014,550000,72000,Petrol,Individual,Manual,Second Owner
1081,Maruti Zen Estilo,2007,140000,100000,Petrol,Individual,Manual,Second Owner
1082,Chevrolet Beat LT,2012,155000,12000,Petrol,Individual,Manual,First Owner
1083,Hyundai Accent Executive,2010,120000,67000,Petrol,Individual,Manual,Third Owner
1084,Toyota Innova 2.5,2012,287000,70000,Diesel,Individual,Manual,First Owner
1085,Maruti Baleno Alpha,2016,675000,60000,Diesel,Individual,Manual,First Owner
1086,Hyundai i10 Magna,2011,235000,74500,Petrol,Individual,Manual,Second Owner
1087,Hyundai i20 1.4,2011,300000,118700,Diesel,Individual,Manual,Second Owner
1088,Nissan Micra XL,2015,434999,40000,Petrol,Individual,Automatic,Second Owner
1089,Toyota Corolla AE,2006,160000,140000,Petrol,Individual,Manual,Second Owner
1090,Hyundai Grand i10,2020,600000,5000,Petrol,Individual,Manual,First Owner
1091,Chevrolet Tavera Neo,2016,470000,100000,Diesel,Individual,Manual,Second Owner
1092,Maruti Swift Dzire,2011,300000,100000,Petrol,Individual,Manual,Second Owner
1093,Maruti Baleno Delta,2018,600000,2000,Petrol,Individual,Manual,First Owner
1094,Hyundai Grand i10,2020,640000,4000,Petrol,Individual,Automatic,First Owner
1095,Tata Indica DLS,2006,50000,120000,Diesel,Individual,Manual,Fourth & Above Owner
1096,Hyundai Verna 1.6,2015,600000,35000,Petrol,Individual,Manual,First Owner
1097,Hyundai i10 Magna,2014,290000,29000,LPG,Individual,Manual,First Owner
1098,Hyundai Verna 1.6,2015,600000,30000,Petrol,Individual,Manual,First Owner
1099,Tata Manza Aqua,2012,190000,120000,Diesel,Individual,Manual,First Owner
1100,Hyundai i10 Era,2008,160000,110000,Petrol,Individual,Manual,Third Owner
1101,Maruti Alto K10,2017,325000,15000,Petrol,Individual,Manual,First Owner
1102,Mahindra Bolero DI,2006,200000,73756,Diesel,Individual,Manual,First Owner
1103,Chevrolet Spark 1.0,2011,125000,60000,Petrol,Individual,Manual,Third Owner
1104,Hyundai i10 Magna,2008,155000,60000,Petrol,Individual,Manual,Fourth & Above Owner
1105,Hyundai i20 Asta,2015,550000,90000,Diesel,Individual,Manual,First Owner
1106,Maruti Wagon R,2009,130000,70000,Petrol,Individual,Manual,Fourth & Above Owner
1107,Toyota Etios Cross,2015,500000,80000,Diesel,Individual,Manual,Second Owner
1108,Renault KWID RXT,2019,250000,27000,Petrol,Individual,Manual,First Owner
1109,Mahindra XUV500 W8,2012,580000,70000,Diesel,Individual,Manual,First Owner
1110,Ford Figo Diesel,2014,200000,90000,Diesel,Individual,Manual,Second Owner
1111,Toyota Etios Cross,2015,350000,80000,Diesel,Individual,Manual,Second Owner
1112,Mahindra XUV500 W8,2012,600000,80000,Diesel,Individual,Manual,Second Owner
1113,Honda Jazz V,2019,650000,4000,Petrol,Individual,Manual,First Owner
1114,Maruti A-Star Lxi,2008,120000,40000,Petrol,Individual,Manual,First Owner
1115,Tata New Safari,2010,180000,120000,Diesel,Individual,Manual,Second Owner
1116,Hyundai Verna VTVT,2018,950000,41395,Petrol,Individual,Automatic,First Owner
1117,Tata Manza Aura,2012,250999,35000,Diesel,Individual,Manual,Second Owner
1118,Chevrolet Beat LT,2013,165000,50000,Petrol,Individual,Manual,First Owner
1119,Hyundai Elantra SX,2015,700000,48000,Petrol,Dealer,Manual,First Owner
1120,Mahindra XUV500 W8,2015,750000,53000,Diesel,Dealer,Manual,First Owner
1121,Datsun redi-GO AMT,2018,290000,15000,Petrol,Dealer,Automatic,First Owner
1122,Tata Nano Cx,2014,45000,7000,Petrol,Individual,Manual,Second Owner
1123,Skoda Superb Ambition,2013,675000,88000,Diesel,Dealer,Automatic,First Owner
1124,Nissan Terrano XL,2015,530000,55000,Diesel,Dealer,Manual,First Owner
1125,Chevrolet Enjoy TCDi,2014,325000,71014,Diesel,Dealer,Manual,First Owner
1126,Honda Amaze S,2015,400000,60000,Diesel,Dealer,Manual,First Owner
1127,Mahindra KUV 100,2017,380000,71000,Diesel,Dealer,Manual,First Owner
1128,Honda City i-VTEC,2016,750000,45000,Petrol,Dealer,Automatic,First Owner
1129,Honda Brio VX,2017,390000,45000,Petrol,Dealer,Manual,First Owner
1130,Renault Scala Diesel,2015,370000,60000,Diesel,Dealer,Manual,First Owner
1131,Chevrolet Beat Diesel,2013,210000,80000,Diesel,Individual,Manual,Second Owner
1132,Hyundai Verna 1.6,2012,575000,89550,Diesel,Individual,Manual,Second Owner
1133,Mahindra Xylo D4,2010,320000,90000,Diesel,Individual,Manual,Third Owner
1134,Maruti Swift Ldi,2010,280000,149500,Diesel,Individual,Manual,Third Owner
1135,Ford Fiesta Diesel,2013,380000,83000,Diesel,Dealer,Manual,First Owner
1136,Maruti 800 AC,2005,120000,20000,Petrol,Individual,Manual,Second Owner
1137,Maruti Eeco 5,2018,395000,20000,Petrol,Individual,Manual,First Owner
1138,Skoda Laura 1.9,2010,360000,160000,Diesel,Individual,Manual,First Owner
1139,Nissan Terrano XL,2015,451000,100000,Diesel,Individual,Manual,First Owner
1140,Chevrolet Spark 1.0,2010,175000,45000,Petrol,Individual,Manual,Second Owner
1141,Chevrolet Spark 1.0,2009,170000,44800,Petrol,Individual,Manual,Second Owner
1142,Hyundai Santro Xing,2006,100000,40000,Petrol,Individual,Manual,Second Owner
1143,Maruti Omni MPI,2014,150000,120000,Petrol,Individual,Manual,Third Owner
1144,Tata Indica Vista,2011,149000,10000,Diesel,Individual,Manual,Second Owner
1145,Tata Indica Vista,2011,160000,80000,Diesel,Individual,Manual,Second Owner
1146,Mahindra XUV500 W8,2014,800000,156000,Diesel,Individual,Manual,First Owner
1147,Toyota Innova 2.5,2010,819999,120000,Diesel,Individual,Manual,Second Owner
1148,Maruti Baleno Vxi,2007,163000,100000,Petrol,Individual,Manual,Second Owner
1149,Tata Indica GLS,2006,75000,100000,Petrol,Individual,Manual,Second Owner
1150,Maruti Alto LXi,2012,180000,60000,Petrol,Individual,Manual,Second Owner
1151,Ford Figo Aspire,2017,675000,30000,Diesel,Individual,Manual,First Owner
1152,Maruti Swift VDI,2013,400000,170000,Diesel,Individual,Manual,First Owner
1153,Volkswagen Polo Diesel,2013,434999,100000,Diesel,Individual,Manual,Second Owner
1154,Tata Indigo GLX,2006,100000,110000,Petrol,Individual,Manual,Second Owner
1155,Maruti Swift Dzire,2015,419000,170000,Diesel,Individual,Manual,Second Owner
1156,Tata Indica GLS,2009,200000,100000,Petrol,Individual,Manual,First Owner
1157,Renault Scala Diesel,2014,400000,35000,Diesel,Individual,Manual,First Owner
1158,Ford EcoSport 1.5,2018,790000,40000,Diesel,Individual,Manual,Second Owner
1159,Renault Duster 85PS,2015,500000,90000,Diesel,Individual,Manual,Second Owner
1160,Skoda Rapid 1.6,2012,275000,120000,Diesel,Individual,Manual,Second Owner
1161,Hyundai i20 1.4,2012,450000,120000,Diesel,Individual,Manual,Second Owner
1162,Maruti Wagon R,2016,360000,33000,Petrol,Dealer,Manual,First Owner
1163,Maruti Alto LXi,2010,210000,25000,Petrol,Individual,Manual,First Owner
1164,Maruti Alto K10,2014,220000,66000,Petrol,Dealer,Manual,First Owner
1165,Chevrolet Aveo 1.4,2009,250000,48000,Petrol,Individual,Manual,First Owner
1166,Toyota Innova 2.5,2016,990000,146000,Diesel,Dealer,Manual,First Owner
1167,Mahindra Quanto C4,2013,220000,100000,Diesel,Individual,Manual,Fourth & Above Owner
1168,Honda City i,2014,530000,50000,Petrol,Individual,Manual,First Owner
1169,Maruti Baleno Alpha,2016,575000,50000,Diesel,Individual,Manual,First Owner
1170,Mahindra Xylo E4,2012,400000,99000,Diesel,Dealer,Manual,First Owner
1171,Honda Mobilio S,2016,680000,50000,Diesel,Individual,Manual,First Owner
1172,Maruti Alto 800,2016,260000,45000,Petrol,Individual,Manual,Second Owner
1173,Tata Manza Aura,2010,150000,50000,Petrol,Individual,Manual,Second Owner
1174,Maruti Alto LXi,2008,180000,70000,Petrol,Individual,Manual,Third Owner
1175,Force One EX,2014,346000,37516,Diesel,Individual,Manual,First Owner
1176,Mahindra Xylo D2,2015,450000,20000,Diesel,Individual,Manual,First Owner
1177,Hyundai Grand i10,2019,500000,5000,Petrol,Individual,Manual,First Owner
1178,Hyundai Grand i10,2019,700000,8000,Diesel,Individual,Manual,First Owner
1179,Maruti Alto 800,2019,280000,25880,Petrol,Individual,Manual,First Owner
1180,Hyundai Santro Magna,2019,475000,10000,Petrol,Individual,Automatic,First Owner
1181,Maruti Swift Dzire,2009,300000,50000,Diesel,Individual,Manual,First Owner
1182,Maruti Alto K10,2014,200999,40000,Petrol,Individual,Manual,First Owner
1183,Skoda Laura 1.9,2009,200000,100000,Diesel,Individual,Manual,Third Owner
1184,Chevrolet Aveo U-VA,2009,210000,80000,Petrol,Individual,Manual,Second Owner
1185,Tata Indigo LS,2012,160000,110000,Diesel,Individual,Manual,First Owner
1186,Hyundai Verna CRDi,2009,175000,136000,Diesel,Individual,Manual,Second Owner
1187,Tata New Safari,2012,320000,80000,Diesel,Individual,Manual,First Owner
1188,Maruti Alto LXi,2009,110000,50000,Petrol,Individual,Manual,Second Owner
1189,Maruti Wagon R,2008,300000,30000,Petrol,Individual,Manual,First Owner
